location,coordinates,lat,lon
Ankara-Yenimahalle,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
BATTALGAZİ,"['38.4250492', ' 38.3654977']",38.4250492,38.3654977
ALTINDAĞ/ANKARA,"['39.9360124', ' 32.8424903']",39.9360124,32.8424903
çankaya ankara,"['39.9207759', ' 32.8540497']",39.9207759,32.8540497
Malazgirt/MUŞ,"['39.1461406', ' 42.5409459']",39.1461406,42.5409459
Balıkesir/Bandırma,"['40.3554705', ' 27.9697603']",40.3554705,27.9697603
ADAKLI,"['39.2285335', ' 40.4826578']",39.2285335,40.4826578
Balçova/İzmir,"['38.3929338', ' 27.0448169']",38.3929338,27.0448169
KOCASİNAN/KAYSERİ,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
TAKSİM,"['41.0380506', ' 28.985549']",41.0380506,28.985549
muğla,"['37.1642053', ' 28.2624288']",37.1642053,28.2624288
Erzurun/ Pasinler,"['39.9773129', '41.674491']",39.9773129,41.674491
KÜRE,"['41.8058822', ' 33.710262']",41.8058822,33.710262
Baykan/Siirt,"['38.162873', ' 41.7856854']",38.162873,41.7856854
selendi,"['38.7436809', ' 28.8668089']",38.7436809,28.8668089
Ardahan göle,"['40.7930546', ' 42.6078403']",40.7930546,42.6078403
Tufanbeyli/ADANA,"['38.2612461', ' 36.2202435']",38.2612461,36.2202435
osmangazi/Bursa,"['40.182737', ' 29.0675481']",40.182737,29.0675481
Adıyaman/Merkez,"['37.7602985', ' 38.2772986']",37.7602985,38.2772986
Gebze/KOCAELİ,"['40.8006696', ' 29.431767']",40.8006696,29.431767
Eyüp,"['41.0478358', ' 28.9327383']",41.0478358,28.9327383
Ağrı Merkez,"['39.7779175', ' 43.168437098021585']",39.7779175,43.168437098021585
İscehisar,"['38.8620854', ' 30.7509711']",38.8620854,30.7509711
Elbistan,"['38.527437', ' 36.7113411']",38.527437,36.7113411
Konya/Selçuklu,"['37.872734', ' 32.4924376']",37.872734,32.4924376
Erzurum/narman,"['40.3452003', ' 41.871138']",40.3452003,41.871138
Gevaş,"['38.2952862', ' 43.108271']",38.2952862,43.108271
kastamonu/pınarbaşı,"['41.6036031', ' 33.1108755']",41.6036031,33.1108755
MERAM,"['37.8679527', ' 32.4946514']",37.8679527,32.4946514
KIRŞEHİR,"['39.1461142', ' 34.1605587']",39.1461142,34.1605587
Kızıltepe/MARDİN,"['37.1916551', ' 40.5847974']",37.1916551,40.5847974
Dörtyol,"['37.2062432', ' 40.4707117']",37.2062432,40.4707117
Altındağ/ ANKARA,"['39.9360124', ' 32.8424903']",39.9360124,32.8424903
Karamürsel,"['40.6912501', ' 29.6165859']",40.6912501,29.6165859
Ardeşen/Rize,"['41.191875', ' 40.9894178']",41.191875,40.9894178
küre kastamonu,"['41.8058822', ' 33.710262']",41.8058822,33.710262
istanbul_uskudar,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
çanakkale,"['40.0549886', ' 26.9278292']",40.0549886,26.9278292
Ankara/Elmadağ,"['39.9173198', ' 33.2343945']",39.9173198,33.2343945
Söke/Aydın,"['37.7519762', ' 27.4056294']",37.7519762,27.4056294
MUŞ,"['38.9740786', ' 41.9590433']",38.9740786,41.9590433
KESTEL/BURSA,"['40.2007544', ' 29.2128704']",40.2007544,29.2128704
Kastamonu/Cide,"['41.8915711', ' 33.003712']",41.8915711,33.003712
karamürsel,"['40.6912501', ' 29.6165859']",40.6912501,29.6165859
Gölyaka/Düzce,"['40.7767185', ' 30.9964407']",40.7767185,30.9964407
tekirdag,"['40.9913019', ' 27.3676293']",40.9913019,27.3676293
ESPİYE,"['40.9483226', ' 38.7117215']",40.9483226,38.7117215
Kutahya/Tavsanli,"['39.5451181', ' 29.4955923']",39.5451181,29.4955923
"Hatay , Antakya","['36.2025471', ' 36.1602908']",36.2025471,36.1602908
Merkez-BARTIN,"['41.3371173', ' 32.3909123']",41.3371173,32.3909123
Selçuklu/Konya,"['37.872734', ' 32.4924376']",37.872734,32.4924376
KIRŞEHİR/MUCUR,"['39.0602118', ' 34.3800488']",39.0602118,34.3800488
Sivas/Gürün,"['38.7213343', ' 37.270935']",38.7213343,37.270935
Rize/merkez,"['40.9498436', ' 40.53242736954586']",40.9498436,40.53242736954586
Zile/Tokat,"['40.3005345', ' 35.8823475']",40.3005345,35.8823475
Terme/SAMSUN,"['41.2090393', ' 36.9721685']",41.2090393,36.9721685
Düzce / Merkez,"['40.8391531', ' 31.1595361']",40.8391531,31.1595361
Ceyhan/ ADANA,"['37.0288825', ' 35.8124428']",37.0288825,35.8124428
kocasinan/kayseri,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
polatlı_ANKARA,"['39.5849888', ' 32.1421925']",39.5849888,32.1421925
BİGA/ÇANAKKALE,"['40.2269793', ' 27.2428365']",40.2269793,27.2428365
Orhangazi/BURSA,"['40.4921219', ' 29.3081543']",40.4921219,29.3081543
manisa/alasehir,"['38.3507471', ' 28.516575']",38.3507471,28.516575
SÖKE,"['37.7519762', ' 27.4056294']",37.7519762,27.4056294
Mut/MERSİN,"['36.6434207', ' 33.437263']",36.6434207,33.437263
POLATLI ANKARA,"['39.5849888', ' 32.1421925']",39.5849888,32.1421925
Yalvaç,"['38.2994784', ' 31.1759426']",38.2994784,31.1759426
KULP,"['40.8981424', ' -76.3505001']",40.8981424,-76.3505001
BORNOVA/İzmir,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
Derik/Mardin,"['37.3647781', ' 40.2691843']",37.3647781,40.2691843
Kadıköy/ istanbul,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Sivrihisar,"['38.2831209', ' 34.4083266']",38.2831209,34.4083266
Gaziemir İzmir,"['38.3213271', ' 27.1269257']",38.3213271,27.1269257
Manisa/Turgutlu,"['38.5000458', ' 27.7084176']",38.5000458,27.7084176
Mudanya,"['40.3752582', ' 28.8837929']",40.3752582,28.8837929
Doğanyurt,"['39.028908', ' 31.63595']",39.028908,31.63595
antakya/hatay,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
Muş/Malazgirt,"['39.1461406', ' 42.5409459']",39.1461406,42.5409459
ADANA / SEYHAN,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
mrsin,"['43.74778895', ' 16.288478397287086']",43.74778895,16.288478397287086
İskenderun / HATAY,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
SalihliMANİSA,"['38.2372178', '39.6632501']",38.2372178,39.6632501
Gölyaka,"['37.4865936', ' 27.5440103']",37.4865936,27.5440103
Emirdağ/AFYON,"['39.0195014', ' 31.1502583']",39.0195014,31.1502583
simav,"['39.0888824', ' 28.9772886']",39.0888824,28.9772886
BAHÇELİEVLER,"['40.9954814', ' 28.8633136']",40.9954814,28.8633136
Mihalıççık/ESKİŞEHİR,"['39.8666422', ' 31.4960719']",39.8666422,31.4960719
İNEGÖL,"['40.0800359', ' 29.5096528']",40.0800359,29.5096528
Kızıltepe,"['37.1916551', ' 40.5847974']",37.1916551,40.5847974
Gökçebey,"['41.3056431', ' 32.1429562']",41.3056431,32.1429562
Çiçekdağı,"['39.6035963', ' 34.4158032']",39.6035963,34.4158032
RİZE/ÇAYELİ,"['41.0878328', ' 40.7236973']",41.0878328,40.7236973
Yayladağı HATAY,"['35.9029545', ' 36.0625987']",35.9029545,36.0625987
Gülağaç,"['38.3940894', ' 34.3460521']",38.3940894,34.3460521
Gerger,"['37.951535', ' 39.0085671']",37.951535,39.0085671
Sincanlı - afyon,"['38.7451878', ' 30.2452121']",38.7451878,30.2452121
SERİK,"['36.9168682', ' 31.1047478']",36.9168682,31.1047478
ÇORUM MERKEZ,"['40.5491496', ' 34.9602453']",40.5491496,34.9602453
üsküdar istanbul,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
BURSA/OSMANGAZİ,"['40.182737', ' 29.0675481']",40.182737,29.0675481
Pütürge,"['38.1973443', ' 38.8702321']",38.1973443,38.8702321
Güngören /İSTANBUL,"['41.0252832', ' 28.8726498']",41.0252832,28.8726498
AMASYA MERZİFON,"['40.8721392', ' 35.4635383']",40.8721392,35.4635383
derik,"['-7.4959973', ' 109.4310793']",-7.4959973,109.4310793
Merkez/ŞANLIURFA,"['37.1927875', ' 36.4329288']",37.1927875,36.4329288
İstanbul/Şişli,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
Karayazı,"['39.7016735', ' 42.1431214']",39.7016735,42.1431214
kızıltepe mardin,"['37.1916551', ' 40.5847974']",37.1916551,40.5847974
G.O.Paşa,"['-0.2785387', ' -80.3737381']",-0.2785387,-80.3737381
Nazilli / AYDIN,"['37.9097512', ' 28.3242062']",37.9097512,28.3242062
"lazkiye, Suriye","['35.5200185', ' 35.7781044']",35.5200185,35.7781044
ERGANİ,"['38.2689763', ' 39.7609219']",38.2689763,39.7609219
afşin,"['38.2438548', ' 36.9152873']",38.2438548,36.9152873
gazipaşa,"['41.5717516', ' 35.9057547']",41.5717516,35.9057547
ANKARA/Altındağ,"['39.9360124', ' 32.8424903']",39.9360124,32.8424903
Azerbaycan,"['40.3936294', ' 47.7872508']",40.3936294,47.7872508
Konya / Ereğli,"['37.5140718', ' 34.0473423']",37.5140718,34.0473423
eyup,"['41.0478358', ' 28.9327383']",41.0478358,28.9327383
KADİKÖY/İSTANBUL,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
çermik,"['40.3936239', ' 37.3302842']",40.3936239,37.3302842
Ordu-Aybastı,"['40.6846234', ' 37.398808']",40.6846234,37.398808
ELMALI,"['39.6244897', ' 40.0556224']",39.6244897,40.0556224
KONYA KARAPINAR,"['37.7177584', ' 33.5476273']",37.7177584,33.5476273
KADİRLİ,"['37.5281756', ' 36.408976']",37.5281756,36.408976
Kocasinan Kayseri,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
İstanbul/Aksaray,"['41.0083123', ' 28.9502838']",41.0083123,28.9502838
Afşin/KAHRAMANMARAŞ,"['38.2438548', ' 36.9152873']",38.2438548,36.9152873
Cihanbeyli,"['38.6589897', ' 32.9237305']",38.6589897,32.9237305
Yenimahalle / Ankara,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
merkez/manisa,"['38.6138191', ' 27.4105668']",38.6138191,27.4105668
oltu/erzurum,"['40.5459405', ' 41.9959769']",40.5459405,41.9959769
Ermenek,"['36.6389037', ' 32.8888721']",36.6389037,32.8888721
"Diyarbakır, Çüngüş","['38.2118123', ' 39.2881193']",38.2118123,39.2881193
Adapazari,"['40.7755188', ' 30.4020898']",40.7755188,30.4020898
arsin,"['45.07261', ' -0.72578']",45.07261,-0.72578
Şahinbey/gaziantep,"['37.0628317', ' 37.3792617']",37.0628317,37.3792617
Ordu /Ünye,"['41.1262405', ' 37.2853616']",41.1262405,37.2853616
sorgun/YOZGAT,"['39.8098675', ' 35.1854305']",39.8098675,35.1854305
Yahyalı / Kayseri,"['38.1003432', ' 35.3541006']",38.1003432,35.3541006
Boğazkale/ÇORUM,"['40.0215368', ' 34.6092255']",40.0215368,34.6092255
zile / TOKAT,"['40.3005345', ' 35.8823475']",40.3005345,35.8823475
izmir/menemen,"['38.6093916', ' 27.0664452']",38.6093916,27.0664452
Yahyalı/Kayseri,"['38.1003432', ' 35.3541006']",38.1003432,35.3541006
ISPARTA/MERKEZ,"['37.7709545', ' 30.5512931']",37.7709545,30.5512931
CİDDE/SJ,"['21.5952534', ' 39.1504655']",21.5952534,39.1504655
Hanak,"['-5.343416', ' 139.8806119']",-5.343416,139.8806119
erbaa,"['40.6727614', ' 36.5714064']",40.6727614,36.5714064
Samsun/Havza,"['40.9660605', ' 35.6653476']",40.9660605,35.6653476
Muratbey-Çatalca,"['41.0956974', ' 28.4930268']",41.0956974,28.4930268
Köln / Almanya,"['50.938361', ' 6.959974']",50.938361,6.959974
istanbul-üsküdar,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Manisa- Merkez,"['38.6138191', ' 27.4105668']",38.6138191,27.4105668
tekkeköy,"['41.2164346', ' 34.0345952']",41.2164346,34.0345952
Tuzla,"['44.5391105', ' 18.675193']",44.5391105,18.675193
HOZAT,"['39.1075873', ' 39.2193915']",39.1075873,39.2193915
Samsun/Çarşamba,"['41.1982911', ' 36.7270196']",41.1982911,36.7270196
TOKAT/Niksar,"['40.5913282', ' 36.9434927']",40.5913282,36.9434927
SOLHAN,"['13.348052', ' 0.39941833379657826']",13.348052,0.39941833379657826
KASTAMONU/SEYDİLER,"['41.618845', ' 33.7186254']",41.618845,33.7186254
Vezirköprü-SAMSUN,"['41.1433899', ' 35.4604721']",41.1433899,35.4604721
SAMSUN/VEZİRKÖPRÜ,"['41.1433899', ' 35.4604721']",41.1433899,35.4604721
Esenler/İSTANBUL,"['41.0376175', ' 28.8824519']",41.0376175,28.8824519
seyhan/adana,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
usak,"['25.0073145', ' 81.4649963']",25.0073145,81.4649963
ereğli,"['37.5140718', ' 34.0473423']",37.5140718,34.0473423
adana pozantı,"['37.42426', ' 34.8727713']",37.42426,34.8727713
Bakirköy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
İstanbulBakırköy,"['40.9782585', '28.8744461']",40.9782585,28.8744461
Amasya/Suluova,"['40.8364128', ' 35.6455569']",40.8364128,35.6455569
burdur,"['37.5183407', ' 30.1691254']",37.5183407,30.1691254
KahramanMaraş,"['37.5812744', ' 36.927509']",37.5812744,36.927509
bayrampaşa,"['41.0345549', ' 28.9118417']",41.0345549,28.9118417
MALATYA/MERKEZ,"['38.3572053', ' 38.2892847']",38.3572053,38.2892847
Develi,"['38.3879285', ' 35.4900997']",38.3879285,35.4900997
golcuk,"['40.7169247', ' 29.819588']",40.7169247,29.819588
CORUM,"['40.5491496', ' 34.9602453']",40.5491496,34.9602453
ankara / altindag,"['39.9348256', ' 32.8444026']",39.9348256,32.8444026
Kartal/İstanbul,"['40.88858', ' 29.1856536']",40.88858,29.1856536
Uşak/Banaz,"['38.7644727', ' 29.7528121']",38.7644727,29.7528121
Kestel / BURSA,"['40.2007544', ' 29.2128704']",40.2007544,29.2128704
hatay antakya,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
altindag/ Ankara,"['39.9348256', ' 32.8444026']",39.9348256,32.8444026
tuzla,"['44.5391105', ' 18.675193']",44.5391105,18.675193
Adilcevaz,"['38.8043058', ' 42.7346369']",38.8043058,42.7346369
Güngören/İstanbul,"['41.0252832', ' 28.8726498']",41.0252832,28.8726498
SİNCAN,"['42.4804953', ' 85.4633464']",42.4804953,85.4633464
bandırma-balıkesir,"['40.3554705', ' 27.9697603']",40.3554705,27.9697603
Muğla/Merkez,"['37.2178776', ' 28.3645937']",37.2178776,28.3645937
Tokat/ Erbaa,"['40.6727614', ' 36.5714064']",40.6727614,36.5714064
Avanos/Nevşehir,"['38.87090555', ' 34.85366564553658']",38.87090555,34.85366564553658
İPSALA,"['40.9217064', ' 26.3839845']",40.9217064,26.3839845
şişli/ istanbul,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
Muradiye,"['40.948124', ' 40.5431403']",40.948124,40.5431403
şemdinli-hakkari,"['37.3060554', ' 44.5735617']",37.3060554,44.5735617
Kocaeli İzmit,"['40.7721138', ' 29.9505623']",40.7721138,29.9505623
Lüleburgaz- Kırklareli,"['41.4041358', ' 27.3554651']",41.4041358,27.3554651
çorum-iskilip,"['40.7306912', ' 34.4710113']",40.7306912,34.4710113
yenice,"['40.430603', ' 34.8252381']",40.430603,34.8252381
Denizli Acıpayam,"['37.4273777', ' 29.3505097']",37.4273777,29.3505097
Karabük / Merkez,"['41.1955402', ' 32.6231154']",41.1955402,32.6231154
bornova,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
Diyarbakır / Lice,"['38.4603127', ' 40.6476876']",38.4603127,40.6476876
ispir,"['40.4833781', ' 40.9999611']",40.4833781,40.9999611
Pamukova,"['40.5056226', ' 30.1693049']",40.5056226,30.1693049
Mardin/Derik,"['37.3647781', ' 40.2691843']",37.3647781,40.2691843
İSTANBUL-BAKIRKÖY,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
MERKEZ / TOKAT,"['40.2768795', ' 36.2840132']",40.2768795,36.2840132
Şişli / İstanbul,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
ulus bartin,"['41.5835599', ' 32.6397134']",41.5835599,32.6397134
yüksekova,"['37.5717687', ' 44.2821698']",37.5717687,44.2821698
Orsu Fatsa,"['5.84942675', '6.982806157947056']",5.84942675,6.982806157947056
İzmir/ Ödemiş,"['38.227747', ' 27.9687635']",38.227747,27.9687635
Viranşehir,"['37.2328946', ' 39.7620135']",37.2328946,39.7620135
Zara,"['44.1168594', ' 15.2353257']",44.1168594,15.2353257
karşıyaka - izmir,"['38.503445150000005', ' 27.113455434284667']",38.503445150000005,27.113455434284667
hatay/iskenderun,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
Yüksekova,"['37.5717687', ' 44.2821698']",37.5717687,44.2821698
MERSİN/MUT,"['36.6434207', ' 33.437263']",36.6434207,33.437263
Susurluk/Balıkesir,"['39.9143547', ' 28.1577096']",39.9143547,28.1577096
Aydın Söke,"['37.7519762', ' 27.4056294']",37.7519762,27.4056294
Yozgat / Şefaatli,"['39.4962017', ' 34.7568988']",39.4962017,34.7568988
Sultanbeyli/İstanbul,"['40.9670242', ' 29.2671314']",40.9670242,29.2671314
Ağrı/Eleşkirt,"['39.7983792', ' 42.6754699']",39.7983792,42.6754699
KARASU,"['41.2691987', ' 71.5892905']",41.2691987,71.5892905
Bornova/izmir,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
Salihli/MANİSA,"['38.4860588', ' 28.1390032']",38.4860588,28.1390032
Bakırköy / İSTANBUL,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
Çankaya/Ankara,"['39.9207759', ' 32.8540497']",39.9207759,32.8540497
NİĞDE,"['38.0664691', ' 34.7051438']",38.0664691,34.7051438
Corum,"['40.5491496', ' 34.9602453']",40.5491496,34.9602453
bingöl karlıova,"['39.2945998', ' 41.0102383']",39.2945998,41.0102383
SİVAS -MERKEZ,"['39.74698465', ' 37.039647876916774']",39.74698465,37.039647876916774
Bakırköy istanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
istanbul ümraniye,"['41.0256362', ' 29.0963049']",41.0256362,29.0963049
zeytinburnu/ISTANBUL,"['40.9898653', ' 28.9037467']",40.9898653,28.9037467
artvin,"['41.160506', ' 41.8398627']",41.160506,41.8398627
DERİK,"['-7.4959973', ' 109.4310793']",-7.4959973,109.4310793
Hakkari/Çukurca,"['37.246423', ' 43.6112852']",37.246423,43.6112852
ÖDEMİŞ,"['38.227747', ' 27.9687635']",38.227747,27.9687635
Erzurum/Şenkaya,"['40.5611411', ' 42.3452549']",40.5611411,42.3452549
Düzköy/Trabzon,"['40.92559', ' 39.2078893']",40.92559,39.2078893
zile/tokat,"['40.3005345', ' 35.8823475']",40.3005345,35.8823475
ünye / ordu,"['41.1262405', ' 37.2853616']",41.1262405,37.2853616
mazgirt,"['39.0195456', ' 39.6059111']",39.0195456,39.6059111
HAKKARİ,"['37.5766959', ' 43.7377862']",37.5766959,43.7377862
çıldır,"['38.7308581', ' 35.1856248']",38.7308581,35.1856248
pendik-istanbul,"['40.8801577', ' 29.231618']",40.8801577,29.231618
Yenimahalle Ankara,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
İZMİR/BORNOVA,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
Rize/Çayeli,"['41.0878328', ' 40.7236973']",41.0878328,40.7236973
Beykoz / İSTANBUL,"['41.1343001', ' 29.0920378']",41.1343001,29.0920378
bucak,"['37.4567447', ' 30.5855392']",37.4567447,30.5855392
Kastamonu/Merkez,"['41.3765359', ' 33.7770087']",41.3765359,33.7770087
Sincan,"['42.4804953', ' 85.4633464']",42.4804953,85.4633464
Çat /Erzurum,"['39.6119267', ' 40.9774259']",39.6119267,40.9774259
akyazı/sakarya,"['40.6814188', ' 30.6246106']",40.6814188,30.6246106
Sarıkamış,"['38.596081', ' 39.680309']",38.596081,39.680309
şirvan,"['39.9549667', ' 48.9455904']",39.9549667,48.9455904
bahçelievler istanbul,"['41.0030495', ' 28.8657701']",41.0030495,28.8657701
samsun ilkadım,"['41.2946149', ' 36.3320596']",41.2946149,36.3320596
Çan / Çanakkale,"['40.0289459', ' 27.0511631']",40.0289459,27.0511631
adana/kozan,"['37.4477712', ' 35.8167812']",37.4477712,35.8167812
BURSA / YILDIRIM,"['40.1900988', ' 29.097653']",40.1900988,29.097653
Çivril/Denizli,"['38.3005877', ' 29.7373813']",38.3005877,29.7373813
BERGAMA,"['39.1191544', ' 27.1777296']",39.1191544,27.1777296
SAMANDAĞ/HATAY,"['36.0851597', ' 35.9799375']",36.0851597,35.9799375
afyon,"['38.6852729', ' 30.6427411']",38.6852729,30.6427411
MARDİn/SAVUR,"['37.5368396', ' 40.8873746']",37.5368396,40.8873746
ÜRGÜP,"['38.6300508', ' 34.9116025']",38.6300508,34.9116025
besni,"['37.6910896', ' 37.8622739']",37.6910896,37.8622739
Kahire/Mısır,"['30.0443879', ' 31.2357257']",30.0443879,31.2357257
silvan,"['38.1411514', ' 41.0056103']",38.1411514,41.0056103
pütürge,"['38.1973443', ' 38.8702321']",38.1973443,38.8702321
Hanak/ARDAHAN,"['41.2362104', ' 42.8453768']",41.2362104,42.8453768
Doğubeyazıt,"['39.5483366', ' 44.0793593']",39.5483366,44.0793593
Türkiye,"['38.9597594', ' 34.9249653']",38.9597594,34.9249653
Ordu/Aybastı,"['40.6846234', ' 37.398808']",40.6846234,37.398808
torbali,"['38.1513559', ' 27.3616214']",38.1513559,27.3616214
MUDANYA,"['40.3752582', ' 28.8837929']",40.3752582,28.8837929
ARSİN / TRABZON,"['40.9537303', ' 39.9325905']",40.9537303,39.9325905
polatlı/ANKARA,"['39.5852226', ' 32.1436995']",39.5852226,32.1436995
Havza/SAMSUN,"['40.9660605', ' 35.6653476']",40.9660605,35.6653476
tokat-zile,"['40.3005345', ' 35.8823475']",40.3005345,35.8823475
KARS KAĞIZMAN,"['40.140677', ' 43.1204632']",40.140677,43.1204632
kadıkoy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
İskenderun/HATAY,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
Çankaya / Ankara,"['39.9207759', ' 32.8540497']",39.9207759,32.8540497
gölhisar,"['37.1512806', '29.5110916']",37.1512806,29.5110916
ceyhan/ADANA,"['37.0288825', ' 35.8124428']",37.0288825,35.8124428
Diyarbakır/Ergani,"['38.2689763', ' 39.7609219']",38.2689763,39.7609219
ALİAĞA,"['38.8017371', '26.9734041']",38.8017371,26.9734041
Tarsus/MERSİN,"['36.9164834', '34.895149']",36.9164834,34.895149
MELİKGAZİ,"['38.7199062', '35.5056623']",38.7199062,35.5056623
Aydin/Nazilli,"['37.9097512', '28.3242062']",37.9097512,28.3242062
ŞEHİTKAMİL/GAZİANTEP,"['37.0727587', '37.3949769']",37.0727587,37.3949769
bursa-yenişehir,"['40.2626316', '29.6521948']",40.2626316,29.6521948
kepsut,"['39.6898687', '28.1528838']",39.6898687,28.1528838
OSMANIYE DÜZİÇİ,"['37.2401223', '36.4534072']",37.2401223,36.4534072
mersin/mut,"['36.6434207', '33.437263']",36.6434207,33.437263
Aksaray/ Merkez,"['38.3705416', '34.026907']",38.3705416,34.026907
beykoz/istanbul,"['41.1343001', '29.0920378']",41.1343001,29.0920378
"Çankaya, Ankara","['39.9207759', '32.8540497']",39.9207759,32.8540497
Izmit,"['40.7721138', '29.9505623']",40.7721138,29.9505623
İzmir/konak,"['38.4237433', '27.1428019']",38.4237433,27.1428019
çiçekdağı,"['39.6035963', '34.4158032']",39.6035963,34.4158032
Bakirkoy/IST,"['40.9895441', '28.801745737503005']",40.9895441,28.801745737503005
GEMLİK,"['40.4301652', '29.1570698']",40.4301652,29.1570698
ALANYA/ANTALYA,"['36.8864752', '30.7029585']",36.8864752,30.7029585
Bozkır,"['37.3636221', '41.6235382']",37.3636221,41.6235382
ORTAKÖY,"['41.0546272', '29.0281901']",41.0546272,29.0281901
gebze/kocaeli,"['40.8006696', '29.431767']",40.8006696,29.431767
Esenler,"['41.0376175', '28.8824519']",41.0376175,28.8824519
Konak- İzmir,"['38.4237433', '27.1428019']",38.4237433,27.1428019
DIYARBAKIR,"['37.9162222', ' 40.2363542']",37.9162222,40.2363542
İzmir/ Konak,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
ANKAR7,"['-25.1076701', '-64.3494964']",-25.1076701,-64.3494964
TATVAN/BİTLİS,"['38.4931961', ' 42.2878112']",38.4931961,42.2878112
Gaziantep / Şahinbey,"['37.0628317', ' 37.3792617']",37.0628317,37.3792617
Bursa/osmangazi,"['40.182737', ' 29.0675481']",40.182737,29.0675481
İZMİR/ALİAĞA,"['38.8017371', ' 26.9734041']",38.8017371,26.9734041
DARENDE,"['38.5573096', ' 37.4926521']",38.5573096,37.4926521
EMİNÖNÜ,"['41.017536', ' 28.9710147']",41.017536,28.9710147
NİLÜFER,"['40.2129489', ' 28.9627863']",40.2129489,28.9627863
KADIKÖY - İSTANBUL,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
samsun/ayvacık,"['40.9890631', ' 36.6304882']",40.9890631,36.6304882
İdil/Şırnak,"['37.3401862', ' 41.8924031']",37.3401862,41.8924031
Terme/Samsun,"['41.2090393', ' 36.9721685']",41.2090393,36.9721685
Safranbolu/KARABÜK,"['41.2456658', ' 32.6929575']",41.2456658,32.6929575
trabzon/of,"['40.947642', ' 40.2694068']",40.947642,40.2694068
MANAVGAT,"['36.7870124', ' 31.4406667']",36.7870124,31.4406667
Taşköprü/Kastamonu,"['41.5074775', ' 34.2128338']",41.5074775,34.2128338
ZONGULDAK EREĞLİ,"['41.2795516', ' 31.4229672']",41.2795516,31.4229672
Kars - Kagizman,"['40.140677', ' 43.1204632']",40.140677,43.1204632
düzköy,"['40.9257398', ' 31.1506282']",40.9257398,31.1506282
Muş/Korkut,"['38.7382526', ' 41.7843731']",38.7382526,41.7843731
Şişli Istanbul,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
kulp,"['40.8981424', ' -76.3505001']",40.8981424,-76.3505001
doğubayazıt/ağrı,"['39.5483366', ' 44.0793593']",39.5483366,44.0793593
Ağrı / PATNOS,"['39.2334202', ' 42.8612338']",39.2334202,42.8612338
Fatih/istanbul,"['41.006381', ' 28.9758715']",41.006381,28.9758715
Ekinözü/KAHRAMANMARAŞ,"['38.0606689', ' 37.1894147']",38.0606689,37.1894147
İZMİR BERGAMA,"['39.1191544', ' 27.1777296']",39.1191544,27.1777296
yenimahalle / ankara,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
34239,"['27.311351828378378', ' -82.52088510243243']",27.311351828378378,-82.52088510243243
Osmangazi Bursa,"['40.182737', ' 29.0675481']",40.182737,29.0675481
Akçaabat-TRABZON,"['41.0216276', ' 39.5706735']",41.0216276,39.5706735
Çardak,"['37.823174', ' 38.683899']",37.823174,38.683899
Beykoz İstanbul,"['41.1343001', ' 29.0920378']",41.1343001,29.0920378
Mersin/Tarsus,"['36.9164834', ' 34.895149']",36.9164834,34.895149
ŞEREFLİKOÇHİSAR,"['38.9389329', ' 33.5438843']",38.9389329,33.5438843
Gölcük KOCAELİ,"['40.7169247', ' 29.819588']",40.7169247,29.819588
Konya Kulu,"['39.0370572', ' 33.028629']",39.0370572,33.028629
IZMIR/KONAK,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
Arıcak,"['41.1981379', ' 32.5890988']",41.1981379,32.5890988
Polatlı Ankara,"['39.5849888', ' 32.1421925']",39.5849888,32.1421925
